,w_stock,w_bond,w_bill,Dates
0,0.12682968269040268,0.08583300331668806,0.7873373139929093,1991-03-29
1,0.8999667276735696,0.0500320539835431,0.050001218342887115,1991-04-30
2,0.8999766941288929,0.05000000648170806,0.05002329938934929,1991-05-31
3,0.05000000040130325,0.8999999994470433,0.05000000015165336,1991-06-28
4,0.05000063830333001,0.89999875976435,0.05000060193232389,1991-07-31
5,0.11950309256159239,0.7643494446461016,0.11614746279230229,1991-08-30
6,0.8999966389339137,0.05000174705767081,0.050001614008425184,1991-09-30
7,0.1832359976539873,0.7346242532759987,0.0821397490712637,1991-10-31
8,0.21852477257820563,0.7314751771372768,0.05000005028451881,1991-11-29
9,0.34115178917630723,0.6088472394109823,0.05000097141270216,1991-12-31
10,0.4043744037517423,0.5033080179496843,0.09231757829857329,1992-01-31
11,0.8237401897862816,0.12625963048637356,0.05000017972718075,1992-02-28
12,0.8354742875493713,0.09288657451132395,0.07163913793923726,1992-03-31
13,0.8068994555022845,0.1431003684861321,0.05000017601156306,1992-04-30
14,0.8167842388084605,0.1332154090508611,0.0500003521373324,1992-05-29
15,0.38277322381712764,0.5672264195347474,0.050000356648105926,1992-06-30
16,0.8097823546301479,0.14018787523295878,0.050029770137469266,1992-07-31
17,0.3891530691022243,0.5608236363627416,0.0500232945351246,1992-08-31
18,0.390739905701999,0.5590812207699218,0.05017887352806646,1992-09-30
19,0.8034689808352787,0.14652748399123774,0.05000353517348249,1992-10-30
20,0.799268864983118,0.1507311118549901,0.05000002316188965,1992-11-30
21,0.799828693566837,0.15016487606411363,0.05000643037767374,1992-12-31
22,0.7979273051642263,0.15196504606210537,0.0501076487736962,1993-01-29
23,0.7961823748698097,0.1538172125918854,0.05000041253824801,1993-02-26
24,0.7959144612831179,0.15408546978004165,0.050000068933593225,1993-03-31
25,0.7959733651371194,0.15401893176970893,0.050007703093010274,1993-04-30
26,0.7944052091980984,0.1555666068829698,0.050028183918931005,1993-05-31
27,0.7930010148102768,0.15699687438829202,0.05000211079966044,1993-06-30
28,0.796388600752924,0.15360168735761262,0.05000971188953502,1993-07-30
29,0.7904014695081087,0.15958925098629267,0.050009279505605936,1993-08-31
30,0.7908496096062034,0.15912726025842316,0.050023130135342084,1993-09-30
31,0.7906557305375402,0.15930741552288497,0.050036853939584174,1993-10-29
32,0.7868429513239019,0.16314881248482568,0.05000823619126961,1993-11-30
33,0.4137103453368716,0.5362801884755897,0.050009466187593596,1993-12-31
34,0.7854978131311222,0.16449064503411587,0.050011541834727065,1994-01-31
35,0.41557099122647334,0.5344279811608221,0.05000102761293774,1994-02-28
36,0.416475281226518,0.521745862467194,0.06177885630738926,1994-03-31
37,0.42269570779069326,0.5091913167118325,0.06811297549771848,1994-04-29
38,0.7696957887028424,0.18030346832819316,0.05000074296896601,1994-05-31
39,0.4163613893538051,0.519189260907421,0.06444934973877262,1994-06-30
40,0.4161627699266063,0.5179847659840764,0.06585246408910066,1994-07-29
41,0.4208679261886888,0.5291318128406968,0.05000026096985659,1994-08-31
42,0.7763749763901472,0.17359340840556003,0.050031615204271684,1994-09-30
43,0.7776357696376539,0.17236251193380275,0.05000171842843998,1994-10-31
44,0.42177359034357254,0.5281366943269012,0.05008971532876662,1994-11-30
45,0.7813782067573588,0.16003008853198203,0.05859170471198356,1994-12-30
46,0.4141293502667287,0.5183393355440509,0.06753131418899329,1995-01-31
47,0.7757204460476625,0.15849917700770322,0.0657803769446903,1995-02-28
48,0.7772882138730183,0.1620675669142198,0.060644219212781084,1995-03-31
49,0.4150692884648122,0.516894802911797,0.06803591158021671,1995-04-28
50,0.42421937333947296,0.5069655726001572,0.06881505406037039,1995-05-31
51,0.7785394048541906,0.170264014712452,0.05119658043329562,1995-06-30
52,0.4169447297504084,0.510929592469722,0.07212567778106922,1995-07-31
53,0.7774199715515107,0.17256290250922016,0.050017125939232264,1995-08-31
54,0.7773019617662471,0.1726962274627412,0.050001810771004566,1995-09-29
55,0.7753165290189677,0.17462715863497774,0.05005631234636281,1995-10-31
56,0.7750325418237044,0.17490797590660545,0.05005948226943423,1995-11-30
57,0.41803618023123373,0.511288562705466,0.0706752570628975,1995-12-29
58,0.7768376892441184,0.17315960837970198,0.05000270237617951,1996-01-31
59,0.7741392479418685,0.17585924557208404,0.05000150648604611,1996-02-29
60,0.7762489474811356,0.17374958793091402,0.050001464589372754,1996-03-29
61,0.773541678074381,0.17645816100363504,0.050000160922665904,1996-04-30
62,0.7733998881837795,0.17658949630668103,0.05001061550954288,1996-05-31
63,0.7733897038455436,0.17661005100220006,0.050000245152257795,1996-06-28
64,0.7760287199803486,0.1738845323608972,0.05008674765956349,1996-07-31
65,0.7735289971399733,0.17646059855085727,0.05001040430919941,1996-08-30
66,0.7754721309033321,0.1739378060165497,0.050590063080238605,1996-09-30
67,0.775468520713645,0.1745293000087521,0.05000217927757695,1996-10-31
68,0.7753187006469112,0.17468108389987014,0.050000215453268965,1996-11-29
69,0.7730812710588999,0.17691321375818386,0.05000551518293278,1996-12-31
70,0.7749309905547357,0.17506866364549312,0.05000034579975134,1997-01-31
71,0.775108079259459,0.17489117629713377,0.050000744442203884,1997-02-28
72,0.7726575070924432,0.17734065247447622,0.05000184043309404,1997-03-31
73,0.7726128410489947,0.17738458756079817,0.050002571390228075,1997-04-30
74,0.7745994752000056,0.1753991681189479,0.050001356681049644,1997-05-30
75,0.7745117744997917,0.17548793275887647,0.05000029274133131,1997-06-30
76,0.7742233024668362,0.1757696461023186,0.05000705143200065,1997-07-31
77,0.7742543156507381,0.17573710932317727,0.05000857502606404,1997-08-29
78,0.7740796836054604,0.17591321909578544,0.0500070972988103,1997-09-30
79,0.4244367020849492,0.5115891448060461,0.06397415310857119,1997-10-31
80,0.4492562234657156,0.40861904391917864,0.14212473261506475,1997-11-28
81,0.42691505629683946,0.4679455077700443,0.10513943593214442,1997-12-31
82,0.7741394527849194,0.17586024786947474,0.05000029934546315,1998-01-30
83,0.7721947978102383,0.17780396109710206,0.050001241092700384,1998-02-27
84,0.7739154575719981,0.17608223242177462,0.05000231000623253,1998-03-31
85,0.7738300500834531,0.17616891788504419,0.05000103203150278,1998-04-30
86,0.7738329106106178,0.17616643237302698,0.05000065701635725,1998-05-29
87,0.47136889040697194,0.3683827359958613,0.1602483735966877,1998-06-30
88,0.7720660126137282,0.17793285282411947,0.05000113456224259,1998-07-31
89,0.7738676164064727,0.17613143935727588,0.05000094423506543,1998-08-31
90,0.7737506641487106,0.17516224280731818,0.051087093043239364,1998-09-30
91,0.7738260846463125,0.17611249524574524,0.050061420107808854,1998-10-30
92,0.7684289444376288,0.16346612496692017,0.06810493059544075,1998-11-30
93,0.7734228444643813,0.17657518014636808,0.050001975386516156,1998-12-31
94,0.7732824198354967,0.1767116372186826,0.05000594294570975,1999-01-29
95,0.7712267420078899,0.17876605672069462,0.050007201268626705,1999-02-26
96,0.7710550128213248,0.17887792919333922,0.05006705798534913,1999-03-31
97,0.7711575335653815,0.17884243445251152,0.050000031982121274,1999-04-30
98,0.7711398946306398,0.17878998926747736,0.050070116101951605,1999-05-31
